89642;160.000000;5.100000
81415;0.000000;0.000000
81408;40.000000;1.000000
81405;120.000000;1.000000
81401;0.000000;0.000000
78925;30.000000;1.000000
78922;140.000000;7.000000
78897;220.000000;0.000000
71805;20.000000;6.000000
67005;130.000000;4.000000
61998;240.000000;2.000000
61997;210.000000;7.000000
61996;330.000000;6.000000
61980;140.000000;4.000000
61976;60.000000;6.000000
61972;160.000000;2.100000
61970;240.000000;1.000000
61968;70.000000;2.000000
07790;250.000000;0.000000
07761;60.000000;1.000000
07747;310.000000;8.000000
07690;300.000000;1.000000
07661;140.000000;6.000000
07650;0.000000;0.000000
07643;300.000000;7.000000
07630;300.000000;7.000000
07627;60.000000;3.000000
07621;80.000000;1.000000
07607;280.000000;1.000000
07591;0.000000;0.000000
07577;150.000000;0.000000
07558;260.000000;1.000000
07510;240.000000;6.000000
07481;160.000000;3.000000
07471;150.000000;6.000000
07460;340.000000;0.000000
07434;230.000000;4.000000
07335;170.000000;5.000000
07314;160.000000;6.000000
07299;140.000000;5.000000
07280;240.000000;1.000000
07255;200.000000;4.000000
07240;250.000000;10.000000
07222;230.000000;5.000000
07207;220.000000;10.000000
07190;190.000000;4.000000
07181;200.000000;5.000000
07168;150.000000;2.000000
07149;250.000000;3.000000
07139;160.000000;4.000000
07130;200.000000;9.000000
07117;230.000000;6.000000
07110;350.000000;7.000000
07027;170.000000;10.000000
07020;120.000000;4.000000
07015;160.000000;5.000000
07005;80.000000;1.000000
